channels_per_cell,cell_capacity_erlang,capacity_area_km2,capacity_radius_km,coverage_radius_km,design_radius_km,design_area_km2,limiting_factor,sites_for_target_area
100,87.97198289587428,0.13195797434381143,0.22536780605507561,3.4118505659072476,0.22536780605507561,0.13195797434381143,capacity,8
